Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Type_of_vehicle,Area_accident_occured,Road_surface_type,Road_surface_conditions,Weather_conditions,Light_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Cause_of_accident,Accident_severity,Owner_of_vehicle,Service_year_of_vehicle,Fitness_of_casuality,Pedestrian_movement,Casualty_severity_label
16:35:00,Wednesday,18-30,Male,5-10yr,Public (> 45 seats),Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,2,Going straight,Male,31-50,3,No distancing,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,Slight Injury
16:35:00,Wednesday,18-30,Male,2-5yr,Automobile,Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,2,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
15:36:00,Tuesday,31-50,Male,1-2yr,Other,Office areas,Asphalt roads,Wet or damp,Other,Daylight,Vehicle with vehicle collision,1,1,Stopping,Male,31-50,3,No distancing,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
15:19:00,Wednesday,18-30,Male,2-5yr,Automobile,Office areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,1,Going straight,Female,Under 18,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
22:40:00,Thursday,Over 51,Male,5-10yr,Other,Office areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Collision with roadside objects,2,1,Overtaking,Female,Over 51,2,Changing lane to the left,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Serious Injury
22:40:00,Thursday,Under 18,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,2,No priority to pedestrian,Slight Injury,Owner,Unknown,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Serious Injury
18:50:00,Thursday,Over 51,Male,5-10yr,Pick up upto 10Q,Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,4,3,Reversing,Male,Over 51,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
18:50:00,Thursday,31-50,Male,Above 10yr,Public (13-45 seats),Recreational areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,4,3,Going straight,Female,Over 51,1,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Fatal Injury
18:50:00,Thursday,31-50,Male,Above 10yr,Automobile,Church areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,4,3,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
18:50:00,Thursday,31-50,Male,1-2yr,Pick up upto 10Q,Recreational areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Collision with roadside objects,4,3,Going straight,No Casualty,No Casualty,No Casualty,No priority to pedestrian,Slight Injury,Other,1-2yr,No Casualty,Not a Pedestrian,No Casualty
18:50:00,Thursday,18-30,Female,5-10yr,Automobile,School areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,4,3,Going straight,Male,Under 18,3,Getting off the vehicle improperly,Slight Injury,Owner,5-10yrs,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Slight Injury
18:50:00,Thursday,18-30,Female,2-5yr,Lorry (41-100Q),Church areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,4,3,Moving Backward,Male,18-30,2,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
17:05:00,Tuesday,Over 51,Male,5-10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,5-10yrs,No Casualty,Not a Pedestrian,No Casualty
17:05:00,Tuesday,31-50,Male,2-5yr,Lorry (41-100Q),Residential areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,1,Moving Backward,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,2-5yrs,No Casualty,Not a Pedestrian,No Casualty
17:05:00,Tuesday,31-50,Male,Above 10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,1,Going straight,Female,31-50,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
11:00:00,Monday,31-50,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to pedestrian,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:50:00,Tuesday,Over 51,Male,5-10yr,Public (13-45 seats),Industrial areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,1,Going straight,Male,Under 18,3,No priority to pedestrian,Serious Injury,Governmental,1-2yr,Normal,Not a Pedestrian,Slight Injury
23:00:00,Tuesday,Over 51,Male,1-2yr,Automobile,Church areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Governmental,1-2yr,Normal,Not a Pedestrian,No Casualty
18:20:00,Tuesday,18-30,Male,Above 10yr,Other,Office areas,Earth roads,Wet or damp,Windy,Darkness - lights lit,Vehicle with vehicle collision,3,1,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Organization,1-2yr,Normal,Not a Pedestrian,No Casualty
18:20:00,Tuesday,31-50,Male,5-10yr,Other,Office areas,Asphalt roads,Wet or damp,Windy,Darkness - lights lit,Vehicle with vehicle collision,3,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
18:20:00,Tuesday,18-30,Male,2-5yr,Other,Office areas,Asphalt roads,Wet or damp,Windy,Darkness - lights lit,Vehicle with vehicle collision,3,1,Turnover,Male,Under 18,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
19:05:00,Friday,31-50,Male,2-5yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - no lighting,Collision with roadside objects,2,1,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
19:05:00,Friday,18-30,Male,5-10yr,Other,Office areas,Asphalt roads,Dry,Normal,Darkness - no lighting,Collision with roadside objects,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
11:05:00,Sunday,18-30,Male,1-2yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,Male,31-50,3,Driving to the left,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
11:05:00,Sunday,Under 18,Male,5-10yr,Public (12 seats),Industrial areas,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,2,1,Reversing,Male,Under 18,3,Driving to the left,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
18:15:00,Sunday,31-50,Male,5-10yr,Lorry (41-100Q),Residential areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,1,Getting off,Male,Under 18,3,No priority to pedestrian,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
08:05:00,Friday,18-30,Male,5-10yr,Public (12 seats),Other,Gravel roads,Dry,Cloudy,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,Under 18,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
08:05:00,Friday,18-30,Male,Above 10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Cloudy,Darkness - lights lit,Collision with pedestrians,2,1,Getting off,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,No Casualty
19:47:00,Thursday,18-30,Female,2-5yr,Other,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,1-2yr,Normal,Not a Pedestrian,No Casualty
19:47:00,Thursday,31-50,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
18:30:00,Tuesday,Over 51,Male,5-10yr,Automobile,Other,Other,Dry,Cloudy,Darkness - lights lit,Vehicle with vehicle collision,1,1,Going straight,Female,31-50,3,Getting off the vehicle improperly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
18:09:00,Monday,31-50,Male,5-10yr,Public (> 45 seats),Residential areas,Asphalt roads,Wet or damp,Cloudy,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving under the influence of drugs,Slight Injury,Governmental,Below 1yr,Normal,Not a Pedestrian,No Casualty
18:09:00,Monday,18-30,Male,5-10yr,Lorry (41-100Q),Office areas,Asphalt roads,Wet or damp,Cloudy,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,Over 51,3,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:36:00,Sunday,18-30,Male,5-10yr,Other,Office areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,1,Going straight,Female,31-50,3,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
19:35:00,Friday,18-30,Male,1-2yr,Other,Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Collision with roadside objects,2,2,Going straight,Male,Over 51,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
19:35:00,Friday,31-50,Male,5-10yr,Automobile,Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Collision with pedestrians,2,2,Going straight,Female,Under 18,1,Turnover,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Fatal Injury
10:42:00,Monday,Over 51,Male,2-5yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,1,Changing lane to the right,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,Fatal Injury
10:42:00,Monday,31-50,Male,5-10yr,Pick up upto 10Q,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Moving Backward,Male,18-30,2,Driving carelessly,Serious Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Serious Injury
08:05:00,Tuesday,18-30,Male,2-5yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,1,1,Going straight,Male,Under 18,2,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
15:35:00,Thursday,18-30,Male,Above 10yr,Automobile,Other,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
15:35:00,Thursday,18-30,Male,Below 1yr,Other,Residential areas,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Changing lane to the left,Serious Injury,Governmental,Unknown,Normal,Not a Pedestrian,Slight Injury
09:10:00,Friday,31-50,Male,Below 1yr,Automobile,Other,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,Overturning,Slight Injury,Owner,1-2yr,Normal,Not a Pedestrian,No Casualty
09:10:00,Friday,Over 51,Male,5-10yr,Stationwagen,Office areas,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,Male,Under 18,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:10:00,Wednesday,Over 51,Male,2-5yr,Other,Office areas,Asphalt roads,Wet or damp,Rain,Darkness - no lighting,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Driving carelessly,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
17:10:00,Wednesday,31-50,Male,5-10yr,Automobile,Other,Asphalt roads,Wet or damp,Rain,Darkness - no lighting,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
16:35:00,Monday,31-50,Male,5-10yr,Ridden horse,Other,Gravel roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
16:35:00,Monday,31-50,Male,Above 10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,No priority to pedestrian,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
19:08:00,Wednesday,18-30,Male,Above 10yr,Other,Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Collision with roadside objects,2,6,Going straight,Male,18-30,3,No distancing,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
19:08:00,Wednesday,31-50,Male,Above 10yr,Lorry (41-100Q),Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Collision with roadside objects,2,6,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Above 10yr,No Casualty,Not a Pedestrian,No Casualty
19:08:00,Wednesday,31-50,Male,Above 10yr,Lorry (41-100Q),Other,Other,Wet or damp,Rain,Darkness - lights lit,Collision with roadside objects,2,6,Going straight,Male,Under 18,3,Changing lane to the left,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
19:08:00,Wednesday,31-50,Male,5-10yr,Lorry (41-100Q),Church areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,2,6,Going straight,Female,Under 18,3,No distancing,Slight Injury,Owner,Above 10yr,Normal,Crossing from driver's nearside,Slight Injury
19:08:00,Wednesday,31-50,Male,Below 1yr,Stationwagen,Industrial areas,Other,Wet or damp,Rain,Darkness - lights lit,Collision with pedestrians,2,6,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,No Casualty
19:08:00,Wednesday,31-50,Male,2-5yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,2,6,Going straight,Male,31-50,2,No distancing,Slight Injury,Organization,2-5yrs,Normal,Not a Pedestrian,Serious Injury
19:08:00,Wednesday,31-50,Male,5-10yr,Automobile,Other,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Collision with pedestrians,2,6,Going straight,Female,Over 51,3,No distancing,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
08:50:00,Friday,18-30,Male,1-2yr,Automobile,Office areas,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,1-2yr,Normal,Not a Pedestrian,No Casualty
08:50:00,Friday,18-30,Male,1-2yr,Pick up upto 10Q,Other,Asphalt roads,Wet or damp,Normal,Daylight,Collision with pedestrians,2,1,Reversing,Male,31-50,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
14:10:00,Wednesday,18-30,Male,1-2yr,Taxi,Recreational areas,Asphalt roads,Wet or damp,Other,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
14:10:00,Wednesday,Under 18,Male,5-10yr,Automobile,Other,Asphalt roads,Wet or damp,Other,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,No Casualty
16:52:00,Monday,31-50,Male,Above 10yr,Automobile,Church areas,Asphalt roads,Wet or damp,Other,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Changing lane to the right,Slight Injury,Governmental,5-10yrs,Normal,Not a Pedestrian,Slight Injury
16:52:00,Monday,18-30,Male,Above 10yr,Automobile,Residential areas,Asphalt roads,Wet or damp,Other,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
10:43:00,Friday,18-30,Male,5-10yr,Long lorry,Office areas,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Overtaking,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
10:43:00,Friday,31-50,Male,2-5yr,Public (12 seats),Other,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,Under 18,2,Other,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Serious Injury
15:55:00,Friday,31-50,Male,Below 1yr,Pick up upto 10Q,Office areas,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,Other,Slight Injury,Governmental,2-5yrs,Normal,Not a Pedestrian,No Casualty
22:10:00,Tuesday,18-30,Male,1-2yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,2,Going straight,Male,18-30,2,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
22:10:00,Tuesday,18-30,Male,5-10yr,Other,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,2,Going straight,Male,31-50,3,No priority to pedestrian,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
22:10:00,Tuesday,18-30,Male,Below 1yr,Lorry (41-100Q),Residential areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,2,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
22:10:00,Tuesday,31-50,Male,5-10yr,Automobile,Recreational areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,2,Going straight,Female,31-50,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:20:00,Thursday,Over 51,Male,2-5yr,Pick up upto 10Q,Church areas,Asphalt roads,Snow,Fog or mist,Darkness - lights lit,Vehicle with vehicle collision,2,1,Moving Backward,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:20:00,Thursday,18-30,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Snow,Fog or mist,Darkness - lights lit,Rollover,2,1,Going straight,Male,Over 51,3,Overtaking,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
10:17:00,Sunday,31-50,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Turnover,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
10:17:00,Sunday,Over 51,Male,Above 10yr,Long lorry,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Turnover,Female,31-50,3,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
18:52:00,Tuesday,18-30,Male,1-2yr,Public (> 45 seats),Residential areas,Asphalt roads,Dry,Normal,Darkness - no lighting,Vehicle with vehicle collision,1,1,Reversing,Female,18-30,3,Changing lane to the right,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,Slight Injury
09:45:00,Wednesday,18-30,Male,Below 1yr,Public (> 45 seats),School areas,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,2,1,Reversing,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
09:45:00,Wednesday,31-50,Male,Above 10yr,Automobile,Church areas,Earth roads,Wet or damp,Rain,Daylight,Collision with pedestrians,2,1,Reversing,Male,18-30,3,No distancing,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
20:55:00,Monday,Under 18,Male,1-2yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with pedestrians,2,1,Moving Backward,Male,18-30,3,Driving carelessly,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
20:55:00,Monday,31-50,Male,2-5yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,Under 18,3,No priority to pedestrian,Slight Injury,Owner,Below 1yr,Normal,Not a Pedestrian,Slight Injury
09:30:00,Friday,18-30,Male,5-10yr,Other,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,3,Going straight,Male,31-50,3,Driving carelessly,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
09:30:00,Friday,18-30,Male,2-5yr,Public (12 seats),Office areas,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,3,3,Going straight,Male,18-30,3,Moving Backward,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
09:30:00,Friday,18-30,Male,Above 10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,3,3,Going straight,Male,31-50,3,No distancing,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
09:20:00,Wednesday,31-50,Male,1-2yr,Stationwagen,Hospital areas,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,2,2,Going straight,Male,Under 18,3,No distancing,Slight Injury,Owner,Below 1yr,Normal,Not a Pedestrian,Slight Injury
09:20:00,Wednesday,Over 51,Male,1-2yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,Female,Under 18,3,No distancing,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
01:50:00,Friday,Under 18,Male,1-2yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with roadside objects,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
01:50:00,Friday,18-30,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
10:32:00,Wednesday,31-50,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,Male,18-30,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
18:37:00,Thursday,Under 18,Male,5-10yr,Automobile,Other,Gravel roads,Wet or damp,Normal,Darkness - lights lit,Collision with roadside objects,1,1,Turnover,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Governmental,Unknown,No Casualty,Not a Pedestrian,No Casualty
08:02:00,Tuesday,18-30,Male,5-10yr,Pick up upto 10Q,Hospital areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,Male,Over 51,2,No priority to vehicle,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Serious Injury
08:02:00,Tuesday,31-50,Male,5-10yr,Turbo,Other,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Moving Backward,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
08:02:00,Tuesday,31-50,Male,5-10yr,Pick up upto 10Q,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,Male,Under 18,2,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
06:14:00,Friday,Over 51,Male,5-10yr,Other,Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Female,Under 18,2,Driving carelessly,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Serious Injury
06:14:00,Friday,31-50,Male,1-2yr,Stationwagen,Office areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Collision with pedestrians,2,1,Moving Backward,No Casualty,No Casualty,No Casualty,Driving under the influence of drugs,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:55:00,Friday,Over 51,Male,2-5yr,Pick up upto 10Q,Residential areas,Earth roads,Dry,Normal,Darkness - lights lit,Rollover,1,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to pedestrian,Serious Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
22:48:00,Monday,Over 51,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,Male,18-30,3,No priority to vehicle,Slight Injury,Owner,2-5yrs,No Casualty,Not a Pedestrian,Slight Injury
22:48:00,Monday,18-30,Male,Above 10yr,Lorry (41-100Q),Residential areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Waiting to go,Female,Under 18,3,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
19:51:00,Friday,18-30,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - no lighting,Vehicle with vehicle collision,1,1,Moving Backward,Female,18-30,3,Moving Backward,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
09:45:00,Wednesday,Over 51,Male,2-5yr,Automobile,Residential areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Moving Backward,Female,Over 51,3,Driving carelessly,Slight Injury,Owner,2-5yrs,No Casualty,Not a Pedestrian,Slight Injury
09:45:00,Wednesday,Over 51,Male,5-10yr,Pick up upto 10Q,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,3,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
16:59:00,Friday,Under 18,Male,2-5yr,Pick up upto 10Q,Office areas,Asphalt roads,Dry,Normal,Daylight,Rollover,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,5-10yrs,No Casualty,Not a Pedestrian,No Casualty
