Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Type_of_vehicle,Area_accident_occured,Road_surface_type,Road_surface_conditions,Weather_conditions,Light_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Cause_of_accident,Accident_severity,Owner_of_vehicle,Service_year_of_vehicle,Fitness_of_casuality,Pedestrian_movement,Casualty_severity_label
16:59:00,Friday,31-50,Male,5-10yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,Male,18-30,3,Changing lane to the left,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
15:30:00,Wednesday,Under 18,Male,1-2yr,Public (12 seats),Recreational areas,Asphalt roads,Wet or damp,Other,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
15:30:00,Wednesday,18-30,Male,5-10yr,Other,Other,Asphalt roads,Wet or damp,Other,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
08:24:00,Thursday,31-50,Male,5-10yr,Stationwagen,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Moving Backward,No Casualty,No Casualty,No Casualty,Moving Backward,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
14:18:00,Wednesday,Over 51,Male,Above 10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Serious Injury,Owner,5-10yrs,Normal,Not a Pedestrian,No Casualty
18:45:00,Monday,18-30,Male,Below 1yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,1,Going straight,Male,31-50,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
07:50:00,Monday,18-30,Male,2-5yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,Female,31-50,3,Changing lane to the left,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
18:08:00,Monday,18-30,Male,1-2yr,Stationwagen,Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Collision with pedestrians,1,1,Going straight,Female,Under 18,2,No distancing,Slight Injury,Owner,2-5yrs,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Serious Injury
07:40:00,Tuesday,18-30,Male,5-10yr,Lorry (41-100Q),Office areas,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
07:30:00,Friday,31-50,Male,2-5yr,Public (> 45 seats),Office areas,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,2,1,Reversing,Male,Over 51,2,Driving carelessly,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
07:30:00,Friday,18-30,Male,2-5yr,Automobile,Residential areas,Asphalt roads,Wet or damp,Rain,Daylight,Collision with roadside objects,2,1,Going straight,Male,18-30,2,Changing lane to the left,Serious Injury,Owner,Above 10yr,No Casualty,Not a Pedestrian,Serious Injury
09:56:00,Thursday,31-50,Male,2-5yr,Automobile,Recreational areas,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Governmental,Below 1yr,Normal,Not a Pedestrian,No Casualty
09:56:00,Thursday,31-50,Male,Above 10yr,Automobile,Church areas,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
09:09:00,Thursday,31-50,Male,2-5yr,Automobile,Office areas,Asphalt roads,Wet or damp,Other,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
09:09:00,Thursday,31-50,Male,1-2yr,Lorry (41-100Q),Other,Earth roads,Wet or damp,Other,Daylight,Collision with roadside objects,2,1,Going straight,Female,18-30,3,Driving to the left,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
15:30:00,Sunday,Over 51,Male,2-5yr,Lorry (41-100Q),Residential areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,Over 51,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
15:30:00,Sunday,31-50,Male,5-10yr,Automobile,School areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Overtaking,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
06:20:00,Friday,31-50,Male,1-2yr,Stationwagen,Office areas,Other,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,Over 51,3,Driving under the influence of drugs,Slight Injury,Owner,1-2yr,Normal,Not a Pedestrian,Slight Injury
06:20:00,Friday,Over 51,Male,1-2yr,Public (12 seats),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Waiting to go,Female,Under 18,3,No priority to pedestrian,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
15:44:00,Tuesday,31-50,Male,2-5yr,Public (12 seats),Other,Asphalt roads,Dry,Other,Daylight,Vehicle with vehicle collision,2,2,Going straight,Female,18-30,2,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
15:44:00,Tuesday,31-50,Male,Above 10yr,Automobile,Office areas,Asphalt roads,Dry,Other,Daylight,Vehicle with vehicle collision,2,2,Going straight,Female,Under 18,3,Changing lane to the right,Slight Injury,Organization,2-5yrs,Normal,Not a Pedestrian,Slight Injury
22:39:00,Friday,18-30,Male,Below 1yr,Public (12 seats),Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
22:39:00,Friday,18-30,Female,Above 10yr,Public (12 seats),Other,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Collision with roadside objects,2,1,Going straight,Female,31-50,3,Changing lane to the right,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
08:10:00,Thursday,31-50,Male,5-10yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,2,Going straight,No Casualty,No Casualty,No Casualty,Driving under the influence of drugs,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,No Casualty
08:10:00,Thursday,31-50,Male,Above 10yr,Automobile,Industrial areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,2,Going straight,Male,31-50,3,No priority to vehicle,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
18:05:00,Wednesday,18-30,Male,1-2yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
18:05:00,Wednesday,18-30,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
13:38:00,Wednesday,18-30,Female,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,Male,31-50,3,Changing lane to the right,Slight Injury,Owner,Above 10yr,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Slight Injury
10:57:00,Friday,31-50,Male,2-5yr,Stationwagen,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:15:00,Friday,31-50,Male,5-10yr,Automobile,Church areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,1,Going straight,Male,31-50,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
13:34:00,Friday,31-50,Male,5-10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,Male,31-50,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
13:34:00,Friday,31-50,Male,1-2yr,Automobile,Residential areas,Asphalt roads,Dry,Normal,Daylight,Rollover,2,1,Going straight,Male,Over 51,3,Getting off the vehicle improperly,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
01:50:00,Sunday,18-30,Male,1-2yr,Stationwagen,Recreational areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Turnover,Female,31-50,3,Overtaking,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
01:50:00,Sunday,31-50,Male,1-2yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Reversing,Male,18-30,3,Changing lane to the left,Slight Injury,Governmental,5-10yrs,Normal,Not a Pedestrian,Slight Injury
16:16:00,Friday,18-30,Male,Above 10yr,Other,Church areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,1,Moving Backward,No Casualty,No Casualty,No Casualty,Driving under the influence of drugs,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
15:25:00,Friday,31-50,Male,1-2yr,Other,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,3,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
15:25:00,Friday,18-30,Male,Above 10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Moving Backward,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
23:25:00,Friday,31-50,Male,Above 10yr,Lorry (41-100Q),Church areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Serious Injury,Owner,5-10yrs,Normal,Not a Pedestrian,No Casualty
17:20:00,Tuesday,18-30,Male,1-2yr,Lorry (41-100Q),Office areas,Gravel roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,1,Going straight,Male,31-50,3,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
15:15:00,Tuesday,31-50,Male,1-2yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Overturning,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
15:15:00,Tuesday,18-30,Male,2-5yr,Automobile,Church areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,Female,31-50,3,Changing lane to the left,Slight Injury,Organization,5-10yrs,No Casualty,Not a Pedestrian,Slight Injury
09:36:00,Wednesday,Over 51,Male,2-5yr,Automobile,Other,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,2,2,Going straight,Female,Under 18,3,No distancing,Slight Injury,Organization,2-5yrs,Normal,Not a Pedestrian,Slight Injury
09:36:00,Wednesday,18-30,Male,1-2yr,Public (13-45 seats),Other,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,2,2,Going straight,Female,31-50,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
01:46:00,Friday,18-30,Male,5-10yr,Public (13-45 seats),Church areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,Male,31-50,2,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
01:46:00,Friday,31-50,Male,5-10yr,Lorry (41-100Q),Industrial areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,2,Going straight,Male,31-50,2,No priority to vehicle,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Serious Injury
19:00:00,Thursday,31-50,Male,1-2yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with pedestrians,1,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:10:00,Thursday,18-30,Female,5-10yr,Public (12 seats),School areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with pedestrians,1,1,Moving Backward,Male,31-50,2,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
07:50:00,Friday,31-50,Male,2-5yr,Other,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,Overtaking,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
13:00:00,Sunday,31-50,Male,5-10yr,Lorry (41-100Q),Church areas,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Driving under the influence of drugs,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
13:00:00,Sunday,Over 51,Male,Above 10yr,Automobile,Office areas,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,1,Moving Backward,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
23:10:00,Friday,Over 51,Male,Above 10yr,Other,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Rollover,1,1,Going straight,Male,31-50,3,Changing lane to the left,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
00:10:00,Friday,18-30,Male,2-5yr,Motorcycle,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Turnover,Female,Under 18,2,Driving carelessly,Slight Injury,Owner,2-5yrs,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Serious Injury
00:10:00,Friday,Over 51,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,2,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
16:00:00,Sunday,31-50,Male,1-2yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,1,1,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
21:06:00,Friday,31-50,Male,Above 10yr,Lorry (41-100Q),Church areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,1,Going straight,Female,31-50,3,Changing lane to the right,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
18:40:00,Friday,18-30,Male,5-10yr,Automobile,Residential areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Serious Injury,Governmental,2-5yrs,Normal,Not a Pedestrian,No Casualty
18:40:00,Friday,18-30,Male,2-5yr,Public (> 45 seats),Office areas,Gravel roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Overspeed,Serious Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
14:00:00,Friday,31-50,Male,Above 10yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Rain,Daylight,Collision with pedestrians,1,1,Going straight,No Casualty,No Casualty,No Casualty,Driving under the influence of drugs,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
16:30:00,Friday,31-50,Male,2-5yr,Public (> 45 seats),Office areas,Gravel roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
16:30:00,Friday,18-30,Male,Above 10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,2,1,Reversing,Female,18-30,3,Driving carelessly,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
14:10:00,Tuesday,18-30,Male,Above 10yr,Lorry (41-100Q),Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,3,Going straight,Female,Under 18,3,No distancing,Slight Injury,Owner,1-2yr,Normal,Not a Pedestrian,Slight Injury
14:10:00,Tuesday,18-30,Male,2-5yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,3,Moving Backward,Male,Under 18,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Crossing from driver's nearside,Slight Injury
14:10:00,Tuesday,18-30,Male,Above 10yr,Public (12 seats),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,3,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
14:10:00,Tuesday,31-50,Male,Above 10yr,Public (12 seats),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,3,Going straight,Male,31-50,2,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
11:30:00,Wednesday,Over 51,Male,Below 1yr,Stationwagen,School areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Getting off the vehicle improperly,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
11:30:00,Wednesday,Over 51,Male,Above 10yr,Lorry (41-100Q),Church areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,Male,18-30,2,Overtaking,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Serious Injury
12:30:00,Wednesday,31-50,Male,Above 10yr,Automobile,School areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
12:30:00,Wednesday,18-30,Male,5-10yr,Pick up upto 10Q,Residential areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Turnover,Male,Over 51,3,Driving under the influence of drugs,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
22:30:00,Thursday,18-30,Female,5-10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with roadside objects,1,1,Going straight,Female,18-30,3,Moving Backward,Serious Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
14:05:00,Wednesday,31-50,Male,5-10yr,Public (13-45 seats),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Overturning,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
14:05:00,Wednesday,31-50,Male,5-10yr,Public (> 45 seats),Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Moving Backward,No Casualty,No Casualty,No Casualty,Driving under the influence of drugs,Slight Injury,Governmental,5-10yrs,Normal,Not a Pedestrian,No Casualty
19:50:00,Wednesday,18-30,Male,Below 1yr,Stationwagen,Residential areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Female,Under 18,3,Changing lane to the right,Slight Injury,Owner,2-5yrs,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Slight Injury
19:50:00,Wednesday,31-50,Male,5-10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,Over 51,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
